student_id,week,policy,is_treatment_week,analysis_keep,ai_asgn_score,gemini_asgn_score,asgn_score,combined_asgn_score,combined_gemini_asgn_score,combined_all_asgn_score,min_asgn_score,max_asgn_score,ai_memo_score,gemini_memo_score,memo_score,combined_memo_score,combined_gemini_memo_score,combined_all_memo_score,min_memo_score,max_memo_score
student_062,9,DEFAULT,FALSE,TRUE,2.97,3.44,5,3.985,4.22,3.803333333333333,2.97,5,6,6,8,7,7,6.666666666666667,6,8
student_063,1,DEFAULT,FALSE,TRUE,8.89,10,9,8.945,9.5,9.296666666666669,8.89,9,NA,NA,NA,NA,NA,NA,NA,NA
student_063,2,DEFAULT,FALSE,TRUE,4.65,9.58,7.5,6.075,8.54,7.243333333333333,4.65,7.5,6.8,7.5,8.7,7.75,8.1,7.666666666666667,6.8,8.7
student_063,3,NOVELTY_BIASED,TRUE,TRUE,7.71,9.38,7.5,7.605,8.440000000000001,8.196666666666667,7.5,7.71,7,7.5,8.5,7.75,8,7.666666666666667,7,8.5
student_063,4,DEFAULT,FALSE,TRUE,9.42,10,8.5,8.96,9.25,9.306666666666668,8.5,9.42,7.3,8,10,8.65,9,8.433333333333334,7.3,10
student_063,5,RELIABILITY_BIASED,TRUE,TRUE,8.61,10,8.5,8.555,9.25,9.036666666666669,8.5,8.61,7.8,9,9.5,8.65,9.25,8.766666666666667,7.8,9.5
student_063,6,DEFAULT,FALSE,TRUE,6.88,10,8,7.44,9,8.293333333333333,6.88,8,7.7,7.5,9.9,8.8,8.7,8.366666666666667,7.7,9.9
student_063,7,DEFAULT,FALSE,TRUE,7.22,8.89,8,7.609999999999999,8.445,8.036666666666667,7.22,8,8.3,9,9.8,9.05,9.4,9.033333333333331,8.3,9.8
student_063,8,DEFAULT,FALSE,TRUE,6.04,9.38,8,7.02,8.690000000000001,7.8066666666666675,6.04,8,8.1,8,10,9.05,9,8.700000000000001,8.1,10
student_063,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9.5,8.75,8.75,8.5,8,9.5
student_064,1,DEFAULT,FALSE,TRUE,8.89,9.72,5,6.945,7.36,7.87,5,8.89,NA,NA,NA,NA,NA,NA,NA,NA
student_064,2,NOVELTY_BIASED,TRUE,TRUE,6.39,9.37,9.5,7.945,9.435,8.42,6.39,9.5,6.8,6,9.6,8.2,7.8,7.466666666666666,6.8,9.6
student_064,3,DEFAULT,FALSE,TRUE,7.24,8.75,10,8.620000000000001,9.375,8.663333333333334,7.24,10,7.4,6,6.5,6.95,6.25,6.633333333333333,6.5,7.4
student_064,4,DEFAULT,FALSE,TRUE,3.75,5.21,8.5,6.125,6.855,5.82,3.75,8.5,7.3,8,9.8,8.55,8.9,8.366666666666667,7.3,9.8
student_064,5,DEFAULT,FALSE,TRUE,8.13,8.75,8,8.065000000000001,8.375,8.293333333333335,8,8.13,7.6,9,9.5,8.55,9.25,8.700000000000001,7.6,9.5
student_064,6,DEFAULT,FALSE,TRUE,5.62,8.75,10,7.81,9.375,8.123333333333333,5.62,10,7.5,9,9.5,8.5,9.25,8.666666666666666,7.5,9.5
student_064,7,DEFAULT,FALSE,TRUE,9.72,8.89,9.5,9.61,9.195,9.37,9.5,9.72,6.5,7,10,8.25,8.5,7.833333333333333,6.5,10
student_064,8,QUESTIONING_ORIENTED,TRUE,TRUE,8.96,10,10,9.48,10,9.653333333333334,8.96,10,6.7,4,6,6.35,5,5.566666666666666,6,6.7
student_064,9,DEFAULT,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,7.5,8,9.5,8.5,8.75,8.333333333333334,7.5,9.5
