pid,condition,ai1_bias,ai2_bias,ai1_extractable,ai1_w_SHY,ai1_w_IEF,ai1_w_LQD,ai1_w_GLD,ai1_w_VNQ,ai1_w_SPY,ai1_w_XLF,ai1_w_XLE,ai1_w_XLI,ai1_w_XLP,ai1_w_XLU,ai1_w_AAPL,ai1_w_MSFT,ai1_w_AMZN,ai1_w_GOOGL,ai1_w_NVDA,ai1_w_TSLA,ai1_w_SHOP,ai1_w_SNOW,ai1_w_PLTR,ai1_w_DKNG,ai1_w_RIVN,ai1_w_CRSP,ai1_w_BTC,ai1_w_ETH,ai1_raw_sum,ai1_final_round,ai1_notes,ai1_fail_reason,ai2_extractable,ai2_w_SHY,ai2_w_IEF,ai2_w_LQD,ai2_w_GLD,ai2_w_VNQ,ai2_w_SPY,ai2_w_XLF,ai2_w_XLE,ai2_w_XLI,ai2_w_XLP,ai2_w_XLU,ai2_w_AAPL,ai2_w_MSFT,ai2_w_AMZN,ai2_w_GOOGL,ai2_w_NVDA,ai2_w_TSLA,ai2_w_SHOP,ai2_w_SNOW,ai2_w_PLTR,ai2_w_DKNG,ai2_w_RIVN,ai2_w_CRSP,ai2_w_BTC,ai2_w_ETH,ai2_raw_sum,ai2_final_round,ai2_notes,ai2_fail_reason
1367,dual_balanced,extremely risk-averse,extremely risk-seeking,True,35.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,25.0,100.0,1.0,,
1361,dual_opposition,somewhat risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,10.0,15.0,0.0,20.0,15.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,25.0,15.0,100.0,1.0,,
1345,dual_nonbiased,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,15.0,25.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,100,2,"Final allocation focuses on high-risk, high-reward assets for aggressive growth.",,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,15.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,100.0,2.0,Final allocation emphasizes high-beta assets for maximum short-term gains.,
1370,dual_nonbiased,,,True,15.0,0.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1371,dual_balanced,somewhat risk-averse,risk-neutral,True,25.0,20.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,20.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
1380,dual_nonbiased,,,True,10.0,10.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100,1,,,True,10.0,10.0,0.0,5.0,0.0,15.0,5.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,,
1372,dual_nonbiased,,,True,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100,4,,,True,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,,
1373,dual_nonbiased,,,True,15.0,0.0,0.0,10.0,0.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,10.0,0.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1377,dual_nonbiased,,,True,5.0,5.0,5.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,5.0,10.0,0.0,10.0,0.0,15.0,10.0,5.0,0.0,5.0,0.0,0.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1378,dual_opposition,extremely risk-averse,somewhat risk-averse,True,35.0,20.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,25.0,15.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1381,dual_opposition,risk-neutral,somewhat risk-seeking,True,0.0,20.0,0.0,10.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,15.0,0.0,0.0,20.0,0.0,15.0,15.0,100.0,3.0,,
1382,dual_nonbiased,,,True,10.0,0.0,0.0,10.0,10.0,20.0,10.0,5.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,10.0,0.0,10.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1394,dual_nonbiased,,,True,15.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100,1,,,True,0.0,20.0,0.0,10.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
1387,dual_balanced,extremely risk-seeking,somewhat risk-averse,True,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,100,2,,,True,30.0,20.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
1395,dual_balanced,risk-neutral,extremely risk-averse,True,0.0,20.0,10.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100,1,,,True,40.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1388,dual_balanced,somewhat risk-averse,risk-neutral,True,20.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,15.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1399,dual_nonbiased,,,True,40.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,40.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
1389,dual_opposition,somewhat risk-seeking,risk-neutral,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,100,2,,,True,0.0,10.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,2.0,,
1400,dual_balanced,extremely risk-seeking,extremely risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,25.0,15.0,100,1,,,True,40.0,20.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1401,dual_opposition,extremely risk-seeking,somewhat risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,20.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,10.0,0.0,15.0,0.0,0.0,10.0,15.0,15.0,100.0,1.0,,
1398,dual_nonbiased,,,True,15.0,10.0,0.0,10.0,10.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,15.0,0.0,10.0,5.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1393,dual_nonbiased,,,True,0.0,0.0,10.0,15.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,100,2,Final allocation based on user's suggestion.,,True,0.0,0.0,10.0,15.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,100.0,2.0,Final allocation based on user's suggestion.,
1402,dual_balanced,somewhat risk-seeking,extremely risk-averse,True,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100,3,,,True,20.0,15.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1415,dual_balanced,somewhat risk-seeking,somewhat risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,15.0,100,1,,,True,25.0,20.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1424,dual_balanced,extremely risk-averse,somewhat risk-seeking,True,35.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,15.0,15.0,100.0,1.0,,
1425,dual_balanced,extremely risk-averse,extremely risk-seeking,True,40.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,35.0,25.0,100.0,2.0,,
1422,dual_nonbiased,,,True,30.0,20.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,30.0,15.0,15.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
1426,dual_balanced,extremely risk-seeking,extremely risk-averse,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,20.0,100,1,,,True,30.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1412,dual_nonbiased,,,True,0.0,10.0,0.0,5.0,0.0,30.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,10.0,0.0,5.0,0.0,30.0,10.0,10.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1413,dual_opposition,somewhat risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,25.0,10.0,100,2,Final allocation strictly follows constraints with 6 assets.,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,25.0,10.0,100.0,2.0,Final allocation strictly follows constraints with 6 assets.,
1418,dual_nonbiased,,,True,20.0,0.0,0.0,10.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,100,1,,,True,30.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
1428,dual_balanced,risk-neutral,somewhat risk-averse,True,10.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,15.0,10.0,10.0,0.0,15.0,0.0,5.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1430,dual_balanced,extremely risk-seeking,risk-neutral,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,25.0,15.0,100,3,,,True,0.0,10.0,0.0,5.0,0.0,30.0,10.0,0.0,0.0,10.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,,
1429,dual_balanced,extremely risk-seeking,somewhat risk-seeking,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,20.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,10.0,10.0,0.0,5.0,0.0,0.0,0.0,25.0,15.0,100.0,1.0,,
1431,dual_nonbiased,,,True,10.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,100,1,,,True,10.0,0.0,0.0,10.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,100.0,1.0,,
1436,dual_balanced,extremely risk-averse,extremely risk-seeking,True,40.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,20.0,100.0,2.0,,
1435,dual_nonbiased,,,True,10.0,10.0,0.0,20.0,0.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,15.0,0.0,15.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1437,dual_opposition,somewhat risk-seeking,risk-neutral,True,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,100,2,,,True,0.0,10.0,0.0,10.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,2.0,,
1443,dual_nonbiased,,,True,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100,1,,,True,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
1444,dual_opposition,somewhat risk-averse,extremely risk-averse,True,0.0,0.0,0.0,25.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4,,,True,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,,
1445,dual_balanced,somewhat risk-averse,somewhat risk-seeking,True,25.0,15.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,20.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,10.0,100.0,1.0,,
1446,dual_nonbiased,,,True,0.0,15.0,10.0,15.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,20.0,0.0,15.0,10.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1454,dual_opposition,extremely risk-averse,extremely risk-averse,True,40.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,2,,,True,40.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
1449,dual_opposition,somewhat risk-seeking,extremely risk-seeking,True,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,0.0,10.0,0.0,0.0,5.0,15.0,10.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,25.0,15.0,100.0,1.0,,
1471,dual_balanced,extremely risk-averse,risk-neutral,True,30.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,20.0,0.0,10.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1.0,,
1448,dual_opposition,somewhat risk-averse,somewhat risk-averse,True,35.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100,2,,,True,30.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,2.0,,
1468,dual_opposition,risk-neutral,extremely risk-seeking,True,0.0,10.0,0.0,10.0,0.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,40.0,40.0,100.0,2.0,,
1455,dual_nonbiased,,,True,15.0,5.0,0.0,15.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1451,dual_balanced,risk-neutral,extremely risk-seeking,True,0.0,10.0,10.0,10.0,0.0,25.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,5.0,10.0,0.0,0.0,0.0,10.0,25.0,15.0,100.0,1.0,,
1460,dual_balanced,extremely risk-averse,risk-neutral,True,30.0,20.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,0.0,15.0,0.0,5.0,0.0,30.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,1.0,,
1459,dual_opposition,extremely risk-seeking,risk-neutral,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,25.0,100,1,,,True,20.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,,
1474,dual_nonbiased,,,True,10.0,0.0,0.0,10.0,0.0,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100,1,,,True,15.0,0.0,0.0,15.0,0.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1481,dual_nonbiased,,,True,0.0,20.0,0.0,10.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100,1,,,True,15.0,0.0,0.0,10.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,
1476,dual_nonbiased,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,15.0,100,2,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,35.0,10.0,100.0,2.0,,
