participantId,ai_group,wave,session_id,n_followup_turns,followup_words,length_per_round,status,behavioral,cognitive,emotional,autonomy,social_presence,overall,overall_label
1365,Default,wave1,1,0,0,,no_followup,0,0,0,,0,0.0,
1371,Extremely Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1374,Extremely Risk-Averse,wave1,7,1,8,8.0,ok,1,1,1,2.0,0,1.0,Low
1376,Somewhat Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1383,Risk-Neutral,wave3,15,1,13,13.0,ok,1,2,2,1.0,1,1.4,Low
1384,Somewhat Risk-Averse,wave2,12,1,15,15.0,ok,1,1,1,2.0,2,1.4,Low
1385,Extremely Risk-Seeking,wave1,5,1,8,8.0,ok,1,2,2,2.0,1,1.6,Moderate
1386,Extremely Risk-Seeking,wave2,12,4,164,41.0,ok,3,3,2,3.0,1,2.4,Moderate
1392,Risk-Neutral,wave1,7,1,5,5.0,ok,0,1,1,1.0,0,0.6,Low
1394,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1396,Risk-Neutral,wave1,7,3,36,12.0,ok,3,1,2,2.0,1,1.8,Moderate
1397,Default,wave1,7,1,47,47.0,ok,2,2,2,2.0,1,1.8,Moderate
1403,Somewhat Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1404,Somewhat Risk-Seeking,wave3,15,1,17,17.0,ok,2,1,1,2.0,0,1.2,Moderate
1405,Somewhat Risk-Seeking,wave3,15,3,138,46.0,ok,3,3,2,3.0,1,2.4,Moderate
1407,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1408,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1411,Somewhat Risk-Averse,wave1,5,1,19,19.0,ok,2,2,2,1.0,1,1.6,Moderate
1414,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1416,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1417,Default,wave2,12,1,10,10.0,ok,1,1,1,1.0,1,1.0,Low
1419,Somewhat Risk-Seeking,wave1,7,1,6,6.0,ok,1,1,1,2.0,0,1.0,Low
1421,Risk-Neutral,wave3,15,1,6,6.0,ok,1,2,1,2.0,0,1.2,Low
1431,Somewhat Risk-Averse,wave1,5,1,6,6.0,ok,1,1,1,3.0,0,1.2,Low
1432,Somewhat Risk-Seeking,wave1,5,1,17,17.0,ok,2,2,2,2.0,1,1.8,Moderate
1433,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1434,Default,wave3,15,1,3,3.0,ok,0,1,1,0.0,0,0.4,Very Low
1438,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1439,Extremely Risk-Seeking,wave2,12,3,87,29.0,ok,3,3,2,3.0,1,2.4,Moderate
1440,Somewhat Risk-Averse,wave1,7,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
1441,Extremely Risk-Averse,wave2,12,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1443,Somewhat Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1447,Risk-Neutral,wave2,12,1,31,31.0,ok,2,2,1,3.0,0,1.6,Moderate
1450,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1452,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1453,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1456,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1457,Somewhat Risk-Averse,wave1,7,2,31,15.5,ok,3,2,2,1.0,1,1.8,Moderate
1458,Somewhat Risk-Seeking,wave2,12,2,36,18.0,ok,3,3,2,2.0,1,2.2,Moderate
1461,Extremely Risk-Seeking,wave2,12,3,88,29.333333333333332,ok,3,3,2,3.0,2,2.6,High
1462,Somewhat Risk-Seeking,wave2,12,3,31,10.333333333333334,ok,3,3,2,2.0,2,2.4,Moderate
1463,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1464,Risk-Neutral,wave2,12,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1465,Extremely Risk-Seeking,wave2,12,2,21,10.5,ok,3,1,2,1.0,1,1.6,Moderate
1467,Default,wave2,12,2,34,17.0,ok,3,1,2,2.0,1,1.8,Moderate
1469,Extremely Risk-Averse,wave2,12,2,15,7.5,ok,2,1,1,1.0,0,1.0,Low
1470,Somewhat Risk-Averse,wave2,12,1,15,15.0,ok,2,2,2,1.0,1,1.6,Moderate
1472,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1473,Extremely Risk-Seeking,wave3,15,1,8,8.0,ok,1,1,2,2.0,0,1.2,Low
1477,Risk-Neutral,wave1,7,1,14,14.0,ok,2,2,2,1.0,1,1.6,Moderate
1478,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1479,Somewhat Risk-Averse,wave2,12,2,30,15.0,ok,3,2,2,1.0,0,1.6,Moderate
1480,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1484,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1488,Extremely Risk-Seeking,wave1,7,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1491,Risk-Neutral,wave3,15,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1494,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1498,Risk-Neutral,wave1,7,1,17,17.0,ok,2,1,2,2.0,1,1.6,Moderate
1502,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1503,Extremely Risk-Averse,wave3,15,1,21,21.0,ok,2,2,2,2.0,1,1.8,Moderate
1504,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1505,Default,wave2,12,1,13,13.0,ok,1,2,2,2.0,0,1.4,Moderate
1506,Default,wave2,12,1,5,5.0,ok,1,1,1,2.0,0,1.0,Low
1510,Risk-Neutral,wave1,7,1,14,14.0,ok,1,1,2,1.0,1,1.2,Low
1517,Somewhat Risk-Averse,wave2,12,2,87,43.5,ok,3,3,2,2.0,1,2.2,Moderate
1522,Somewhat Risk-Averse,wave3,15,1,25,25.0,ok,2,1,2,0.0,0,1.0,Low
1523,Somewhat Risk-Seeking,wave2,12,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1525,Risk-Neutral,wave3,15,1,9,9.0,ok,1,2,2,3.0,0,1.6,Moderate
1526,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1527,Default,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1530,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1531,Extremely Risk-Seeking,wave2,12,1,7,7.0,ok,1,2,2,1.0,0,1.2,Low
1532,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1533,Somewhat Risk-Averse,wave1,5,1,12,12.0,ok,1,2,2,2.0,2,1.8,Moderate
1535,Extremely Risk-Seeking,wave3,15,1,26,26.0,ok,2,2,2,2.0,1,1.8,Moderate
1537,Somewhat Risk-Averse,wave3,15,2,23,11.5,ok,2,2,1,1.0,0,1.2,Moderate
1539,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1540,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1544,Extremely Risk-Averse,wave2,12,3,25,8.333333333333334,ok,3,2,1,3.0,1,2.0,Moderate
1547,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1548,Somewhat Risk-Seeking,wave2,12,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
1550,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1551,Somewhat Risk-Seeking,wave2,12,3,55,18.333333333333332,ok,3,3,2,3.0,1,2.4,Moderate
1553,Default,wave1,7,2,30,15.0,ok,3,3,1,3.0,1,2.2,High
1557,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1558,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1559,Extremely Risk-Seeking,wave1,7,1,55,55.0,ok,2,2,1,3.0,0,1.6,Moderate
1565,Extremely Risk-Seeking,wave2,12,1,6,6.0,ok,1,2,1,1.0,1,1.2,Low
1567,Extremely Risk-Seeking,wave2,12,2,43,21.5,ok,3,2,2,3.0,1,2.2,High
1568,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1569,Default,wave1,7,1,35,35.0,ok,2,2,3,2.0,2,2.2,Moderate
1571,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1572,Extremely Risk-Averse,wave1,7,1,9,9.0,ok,1,2,2,3.0,0,1.6,Moderate
1576,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1579,Extremely Risk-Seeking,wave1,7,1,35,35.0,ok,2,2,2,3.0,1,2.0,Moderate
1581,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1582,Somewhat Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1583,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1584,Somewhat Risk-Averse,wave2,12,2,19,9.5,ok,2,2,2,1.0,1,1.6,Moderate
1585,Extremely Risk-Seeking,wave2,12,2,14,7.0,ok,2,2,0,3.0,1,1.6,Moderate
1587,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1588,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1591,Somewhat Risk-Averse,wave1,7,1,3,3.0,ok,1,1,1,2.0,0,1.0,Low
1592,Somewhat Risk-Seeking,wave1,5,1,11,11.0,ok,1,2,1,2.0,0,1.2,Low
1594,Default,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1599,Default,wave1,7,1,6,6.0,ok,1,0,3,0.0,2,1.2,Low
1601,Somewhat Risk-Averse,wave3,15,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
1607,Risk-Neutral,wave2,12,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
1608,Extremely Risk-Seeking,wave3,15,1,35,35.0,ok,2,2,1,2.0,0,1.4,Moderate
1609,Somewhat Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1610,Somewhat Risk-Seeking,wave2,12,4,64,16.0,ok,3,3,0,3.0,2,2.2,Moderate
1612,Extremely Risk-Seeking,wave3,15,1,16,16.0,ok,2,2,1,2.0,1,1.6,Moderate
1613,Somewhat Risk-Seeking,wave1,7,3,122,40.666666666666664,ok,3,3,3,3.0,3,3.0,High
1614,Somewhat Risk-Seeking,wave3,15,4,68,17.0,ok,3,3,2,1.0,1,2.0,Moderate
1616,Extremely Risk-Seeking,wave3,15,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1619,Extremely Risk-Seeking,wave3,15,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1620,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1621,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1622,Somewhat Risk-Seeking,wave2,12,3,38,12.666666666666666,ok,3,3,2,1.0,1,2.0,Moderate
1623,Somewhat Risk-Seeking,wave2,12,1,16,16.0,ok,2,2,1,1.0,0,1.2,Moderate
1624,Risk-Neutral,wave2,12,2,55,27.5,ok,3,3,1,3.0,1,2.2,Moderate
1629,Somewhat Risk-Seeking,wave1,1,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
1631,Somewhat Risk-Seeking,wave3,15,2,112,56.0,ok,3,3,2,3.0,3,2.8,High
1632,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1634,Extremely Risk-Averse,wave2,12,2,30,15.0,ok,2,2,2,2.0,1,1.8,Moderate
1641,Extremely Risk-Averse,wave1,7,1,12,12.0,ok,1,1,2,1.0,0,1.0,Low
1645,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1649,Somewhat Risk-Averse,wave1,7,4,113,28.25,ok,3,3,2,3.0,2,2.6,High
1652,Extremely Risk-Seeking,wave3,15,1,9,9.0,ok,1,1,2,1.0,0,1.0,Low
1658,Extremely Risk-Averse,wave2,12,1,18,18.0,ok,1,2,1,2.0,1,1.4,Moderate
1660,Default,wave2,12,4,73,18.25,ok,3,3,2,3.0,2,2.6,High
1662,Somewhat Risk-Averse,wave1,5,4,46,11.5,ok,3,3,2,3.0,1,2.4,Moderate
1664,Default,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1667,Somewhat Risk-Seeking,wave1,7,3,56,18.666666666666668,ok,3,3,2,3.0,1,2.4,Moderate
1670,Extremely Risk-Seeking,wave2,12,3,39,13.0,ok,3,2,2,2.0,0,1.8,Moderate
1672,Somewhat Risk-Seeking,wave3,15,2,34,17.0,ok,3,3,2,2.0,1,2.2,High
1676,Default,wave1,7,2,16,8.0,ok,1,1,3,2.0,2,1.8,Moderate
1677,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1678,Extremely Risk-Seeking,wave1,7,2,42,21.0,ok,3,2,2,1.0,1,1.8,Moderate
1679,Extremely Risk-Seeking,wave3,15,1,19,19.0,ok,2,1,1,1.0,1,1.2,Low
1680,Extremely Risk-Averse,wave1,7,3,78,26.0,ok,3,3,1,3.0,1,2.2,Moderate
1686,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1689,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1691,Extremely Risk-Seeking,wave3,15,2,16,8.0,ok,2,1,1,1.0,0,1.0,Moderate
1696,Extremely Risk-Averse,wave1,7,4,86,21.5,ok,3,3,2,3.0,1,2.4,Moderate
1699,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1704,Somewhat Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1707,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1711,Extremely Risk-Averse,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1714,Extremely Risk-Averse,wave2,12,2,28,14.0,ok,2,2,1,2.0,0,1.4,Moderate
1717,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1718,Somewhat Risk-Averse,wave3,15,1,16,16.0,ok,2,1,2,1.0,0,1.2,Moderate
1721,Extremely Risk-Averse,wave1,7,2,25,12.5,ok,2,2,2,3.0,1,2.0,Moderate
1722,Somewhat Risk-Seeking,wave1,5,1,9,9.0,ok,1,1,1,1.0,1,1.0,Low
1724,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1726,Risk-Neutral,wave3,15,1,18,18.0,ok,2,2,1,2.0,0,1.4,Moderate
1727,Risk-Neutral,wave1,7,1,15,15.0,ok,2,1,1,1.0,0,1.0,Low
1730,Somewhat Risk-Averse,wave2,12,1,39,39.0,ok,2,2,2,3.0,1,2.0,Moderate
1731,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1732,Default,wave2,12,1,20,20.0,ok,2,2,1,2.0,1,1.6,Moderate
1733,Extremely Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1735,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1738,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1743,Somewhat Risk-Averse,wave1,7,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1746,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1748,Somewhat Risk-Averse,wave3,15,1,52,52.0,ok,2,3,1,3.0,1,2.0,Moderate
1752,Default,wave1,1,0,0,,no_followup,0,0,0,,0,0.0,
1756,Extremely Risk-Seeking,wave3,15,2,42,21.0,ok,3,3,1,2.0,1,2.0,Moderate
1763,Somewhat Risk-Seeking,wave3,15,2,134,67.0,ok,3,3,2,3.0,2,2.6,High
1766,Somewhat Risk-Averse,wave2,12,2,68,34.0,ok,3,3,2,2.0,1,2.2,High
1767,Extremely Risk-Seeking,wave2,12,1,15,15.0,ok,2,2,2,2.0,1,1.8,Moderate
1768,Somewhat Risk-Seeking,wave2,12,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
1773,Extremely Risk-Averse,wave3,15,1,12,12.0,ok,1,1,2,1.0,1,1.2,Low
1774,Somewhat Risk-Averse,wave3,15,1,3,3.0,ok,1,0,3,0.0,2,1.2,Low
1776,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1778,Somewhat Risk-Averse,wave2,12,1,8,8.0,ok,1,2,1,2.0,0,1.2,Low
1779,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1781,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1782,Default,wave2,12,4,125,31.25,ok,3,3,2,3.0,1,2.4,Moderate
1784,Somewhat Risk-Averse,wave1,7,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
1786,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1787,Risk-Neutral,wave3,15,1,3,3.0,ok,1,1,1,2.0,0,1.0,Low
1789,Extremely Risk-Seeking,wave2,12,1,9,9.0,ok,1,2,2,1.0,1,1.4,Low
1791,Extremely Risk-Averse,wave2,12,2,57,28.5,ok,3,3,2,3.0,1,2.4,High
1800,Extremely Risk-Averse,wave3,15,3,344,114.66666666666669,ok,3,3,2,3.0,2,2.6,High
1801,Somewhat Risk-Seeking,wave1,5,2,33,16.5,ok,2,2,2,3.0,2,2.2,Moderate
1804,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1808,Extremely Risk-Seeking,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1809,Default,wave3,15,1,9,9.0,ok,0,1,1,1.0,0,0.6,Low
1817,Extremely Risk-Seeking,wave2,12,1,5,5.0,ok,1,2,1,1.0,0,1.0,Low
1825,Somewhat Risk-Seeking,wave2,12,2,38,19.0,ok,3,3,2,3.0,1,2.4,Moderate
1829,Extremely Risk-Seeking,wave2,12,1,62,62.0,ok,2,3,1,3.0,0,1.8,Moderate
1831,Default,wave3,15,1,11,11.0,ok,1,1,1,2.0,1,1.2,Low
1835,Default,wave3,15,2,22,11.0,ok,2,2,2,1.0,0,1.4,Moderate
1837,Somewhat Risk-Averse,wave3,15,4,35,8.75,ok,3,3,2,3.0,2,2.6,High
1838,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1841,Extremely Risk-Seeking,wave2,12,1,11,11.0,ok,1,1,1,0.0,0,0.6,Low
1842,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1843,Somewhat Risk-Seeking,wave1,7,1,3,3.0,ok,0,1,1,1.0,0,0.6,Low
1846,Risk-Neutral,wave1,7,1,12,12.0,ok,1,1,1,2.0,1,1.2,Low
1848,Default,wave3,15,2,43,21.5,ok,3,3,2,2.0,1,2.2,Moderate
1849,Extremely Risk-Averse,wave2,12,4,25,6.25,ok,3,2,2,2.0,2,2.2,Moderate
1851,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1853,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1857,Default,wave2,12,2,21,10.5,ok,2,2,2,2.0,1,1.8,Moderate
1864,Default,wave3,15,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
1869,Somewhat Risk-Seeking,wave3,15,1,21,21.0,ok,2,2,2,2.0,0,1.6,Moderate
1870,Default,wave2,12,4,38,9.5,ok,3,2,2,2.0,1,2.0,Moderate
1871,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1872,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1873,Somewhat Risk-Averse,wave2,12,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1876,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1883,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1885,Extremely Risk-Averse,wave2,12,1,42,42.0,ok,2,2,1,2.0,1,1.6,Moderate
1886,Somewhat Risk-Averse,wave1,7,1,8,8.0,ok,1,2,1,3.0,0,1.4,Moderate
1887,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1888,Risk-Neutral,wave3,15,2,19,9.5,ok,2,2,2,3.0,1,2.0,Moderate
1890,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1891,Risk-Neutral,wave1,7,1,12,12.0,ok,1,1,1,1.0,0,0.8,Low
1892,Extremely Risk-Averse,wave3,15,1,27,27.0,ok,2,2,1,3.0,1,1.8,Moderate
1893,Default,wave3,15,1,24,24.0,ok,2,2,1,2.0,0,1.4,Moderate
1895,Default,wave1,7,1,20,20.0,ok,2,2,1,2.0,1,1.6,Moderate
1897,Extremely Risk-Seeking,wave3,15,1,4,4.0,ok,0,1,1,1.0,0,0.6,Low
1898,Somewhat Risk-Seeking,wave3,15,1,18,18.0,ok,2,2,2,1.0,1,1.6,Moderate
1901,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1902,Default,wave1,7,1,4,4.0,ok,0,1,2,2.0,0,1.0,Low
1903,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1904,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1905,Extremely Risk-Averse,wave1,7,3,74,24.666666666666668,ok,3,3,3,3.0,2,2.8,High
1906,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1910,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1911,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1913,Somewhat Risk-Averse,wave2,12,1,37,37.0,ok,2,2,2,2.0,2,2.0,Moderate
1914,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1917,Risk-Neutral,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1918,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1919,Risk-Neutral,wave2,12,1,15,15.0,ok,2,2,1,3.0,0,1.6,Moderate
1920,Extremely Risk-Averse,wave3,15,4,79,19.75,ok,3,3,2,2.0,1,2.2,Moderate
1923,Somewhat Risk-Seeking,wave2,12,4,49,12.25,ok,3,2,3,1.0,2,2.2,Moderate
1924,Somewhat Risk-Averse,wave1,1,0,0,,no_followup,0,0,0,,0,0.0,
1929,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1930,Extremely Risk-Seeking,wave2,12,2,40,20.0,ok,3,3,2,1.0,1,2.0,Moderate
1931,Default,wave2,12,1,17,17.0,ok,2,2,1,3.0,0,1.6,Moderate
1932,Extremely Risk-Averse,wave3,15,3,66,22.0,ok,3,3,2,2.0,1,2.2,Moderate
1933,Default,wave3,15,1,30,30.0,ok,2,3,2,3.0,1,2.2,Moderate
1936,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1937,Extremely Risk-Averse,wave3,15,1,13,13.0,ok,1,2,2,1.0,0,1.2,Low
1940,Risk-Neutral,wave2,12,1,12,12.0,ok,1,1,2,1.0,1,1.2,Low
1942,Somewhat Risk-Seeking,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
1945,Somewhat Risk-Averse,wave3,15,2,42,21.0,ok,3,3,2,3.0,1,2.4,High
1946,Default,wave3,15,1,17,17.0,ok,2,2,2,2.0,0,1.6,Moderate
1949,Risk-Neutral,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1952,Default,wave2,12,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1955,Extremely Risk-Averse,wave2,12,1,37,37.0,ok,2,2,1,2.0,1,1.6,Moderate
1959,Extremely Risk-Averse,wave1,7,2,19,9.5,ok,2,2,1,1.0,0,1.2,Moderate
1963,Default,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
1964,Extremely Risk-Seeking,wave2,12,2,48,24.0,ok,2,2,1,3.0,0,1.6,Moderate
1966,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1967,Extremely Risk-Seeking,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1972,Risk-Neutral,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1977,Extremely Risk-Seeking,wave2,12,1,7,7.0,ok,1,1,2,1.0,1,1.2,Low
1979,Somewhat Risk-Averse,wave3,15,1,14,14.0,ok,1,1,1,1.0,0,0.8,Low
1983,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
1986,Somewhat Risk-Seeking,wave1,7,1,5,5.0,ok,1,1,1,0.0,0,0.6,Low
1987,Risk-Neutral,wave1,7,4,45,11.25,ok,3,2,2,1.0,1,1.8,Moderate
1989,Default,wave3,15,1,12,12.0,ok,1,1,1,1.0,1,1.0,Low
1991,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
1993,Extremely Risk-Seeking,wave1,7,2,43,21.5,ok,3,2,2,2.0,1,2.0,Moderate
1995,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2001,Default,wave3,15,2,23,11.5,ok,2,2,2,2.0,1,1.8,Moderate
2005,Extremely Risk-Seeking,wave2,12,1,2,2.0,ok,1,0,3,0.0,2,1.2,Low
2006,Somewhat Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2008,Extremely Risk-Seeking,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2014,Extremely Risk-Seeking,wave3,15,1,10,10.0,ok,1,2,1,3.0,0,1.4,Moderate
2016,Somewhat Risk-Averse,wave3,15,2,11,5.5,ok,2,1,2,2.0,1,1.6,Moderate
2017,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2019,Somewhat Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2020,Extremely Risk-Seeking,wave2,12,4,72,18.0,ok,3,2,1,3.0,2,2.2,Moderate
2022,Default,wave1,7,0,0,,no_followup,0,0,0,,0,0.0,
2023,Somewhat Risk-Seeking,wave1,5,1,7,7.0,ok,1,1,1,1.0,1,1.0,Low
2030,Extremely Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2032,Extremely Risk-Averse,wave2,12,1,10,10.0,ok,1,2,1,1.0,0,1.0,Low
2035,Extremely Risk-Averse,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2036,Somewhat Risk-Averse,wave2,12,0,0,,no_followup,0,0,0,,0,0.0,
2040,Somewhat Risk-Seeking,wave1,5,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
2041,Default,wave3,15,0,0,,no_followup,0,0,0,,0,0.0,
2042,Somewhat Risk-Averse,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2047,Risk-Neutral,wave1,5,0,0,,no_followup,0,0,0,,0,0.0,
2049,Extremely Risk-Seeking,wave3,15,1,8,8.0,ok,1,2,1,3.0,0,1.4,Moderate
2050,Somewhat Risk-Seeking,wave2,12,3,45,15.0,ok,3,3,2,3.0,1,2.4,Moderate
