participantId,dual_condition,wave,session_id,n_followup_turns,followup_words,length_per_round,status,behavioral,cognitive,emotional,autonomy,social_presence,overall,overall_label
1487,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1489,dual_nonbiased,wave3,17,1,17,17.0,ok,2,1,3,1.0,2,1.8,Moderate
1490,dual_opposition,wave3,17,1,16,16.0,ok,2,2,2,2.0,1,1.8,Moderate
1493,dual_balanced,wave1,11,2,35,17.5,ok,3,1,1,1.0,1,1.4,Low
1495,dual_nonbiased,wave3,17,1,8,8.0,ok,1,1,2,1.0,0,1.0,Low
1496,dual_nonbiased,wave3,17,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
1497,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1499,dual_nonbiased,wave3,17,1,12,12.0,ok,1,1,1,1.0,1,1.0,Low
1500,dual_opposition,wave2,14,2,40,20.0,ok,3,2,2,3.0,1,2.2,Moderate
1501,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1508,dual_balanced,wave1,8,1,4,4.0,ok,0,1,1,1.0,0,0.6,Low
1509,dual_opposition,wave2,14,1,15,15.0,ok,2,2,2,1.0,0,1.4,Low
1511,dual_balanced,wave3,17,2,20,10.0,ok,2,1,1,1.0,1,1.2,Low
1512,dual_balanced,wave1,8,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1513,dual_opposition,wave2,14,1,6,6.0,ok,1,1,1,1.0,0,0.8,Low
1515,dual_nonbiased,wave3,17,1,10,10.0,ok,1,1,2,1.0,0,1.0,Low
1516,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1518,dual_opposition,wave2,14,1,91,91.0,ok,2,2,2,3.0,1,2.0,Moderate
1519,dual_opposition,wave3,17,1,16,16.0,ok,2,2,2,2.0,1,1.8,Moderate
1521,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1528,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1534,dual_opposition,wave2,14,2,72,36.0,ok,3,3,2,3.0,1,2.4,Moderate
1536,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1538,dual_balanced,wave3,17,3,190,63.333333333333336,ok,3,3,2,3.0,2,2.6,High
1542,dual_balanced,wave2,14,1,13,13.0,ok,1,2,1,2.0,1,1.4,Low
1549,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1554,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1555,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1556,dual_nonbiased,wave2,14,1,25,25.0,ok,2,2,1,2.0,1,1.6,Moderate
1560,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1562,dual_nonbiased,wave3,17,1,41,41.0,ok,2,2,3,1.0,2,2.0,Moderate
1563,dual_opposition,wave2,14,1,17,17.0,ok,2,2,1,2.0,1,1.6,Moderate
1573,dual_opposition,wave1,6,0,0,,no_followup,0,0,0,,0,0.0,
1574,dual_balanced,wave3,17,1,26,26.0,ok,2,2,2,1.0,1,1.6,Moderate
1575,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1577,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1580,dual_nonbiased,wave2,14,1,53,53.0,ok,2,2,2,3.0,1,2.0,Moderate
1586,dual_balanced,wave1,8,2,43,21.5,ok,3,3,3,3.0,2,2.8,High
1589,dual_balanced,wave1,8,1,8,8.0,ok,1,1,0,0.0,1,0.6,Low
1590,dual_opposition,wave3,17,1,13,13.0,ok,1,2,2,2.0,1,1.6,Moderate
1593,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1595,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1596,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1597,dual_nonbiased,wave2,14,1,15,15.0,ok,2,1,1,1.0,1,1.2,Low
1598,dual_nonbiased,wave1,8,1,42,42.0,ok,2,2,2,2.0,1,1.8,Moderate
1600,dual_opposition,wave2,14,1,14,14.0,ok,2,1,0,3.0,1,1.4,Low
1602,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1603,dual_nonbiased,wave1,10,1,12,12.0,ok,1,2,2,2.0,0,1.4,Moderate
1604,dual_balanced,wave1,10,1,15,15.0,ok,2,1,2,1.0,0,1.2,Moderate
1605,dual_opposition,wave2,14,1,19,19.0,ok,2,2,1,2.0,0,1.4,Low
1606,dual_nonbiased,wave3,17,1,10,10.0,ok,1,1,1,1.0,0,0.8,Low
1615,dual_nonbiased,wave3,17,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
1617,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1618,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1625,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1626,dual_opposition,wave1,8,1,30,30.0,ok,2,2,2,3.0,0,1.8,Moderate
1627,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1628,dual_opposition,wave3,17,1,10,10.0,ok,1,1,2,1.0,0,1.0,Low
1629,dual_balanced,wave1,2,1,13,13.0,ok,1,1,2,1.0,0,1.0,Low
1630,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1637,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1638,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1639,dual_nonbiased,wave1,8,1,17,17.0,ok,2,2,2,2.0,1,1.8,Moderate
1644,dual_nonbiased,wave1,8,1,18,18.0,ok,2,1,1,1.0,0,1.0,Low
1646,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1647,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1648,dual_nonbiased,wave3,17,1,9,9.0,ok,1,1,1,2.0,0,1.0,Low
1650,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1651,dual_opposition,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1654,dual_balanced,wave1,6,1,12,12.0,ok,1,1,2,1.0,1,1.2,Low
1656,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1657,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1661,dual_nonbiased,wave2,14,1,20,20.0,ok,2,2,2,2.0,1,1.8,Moderate
1665,dual_nonbiased,wave2,14,1,7,7.0,ok,1,1,2,1.0,0,1.0,Low
1666,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1668,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1669,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1673,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1681,dual_balanced,wave3,17,1,19,19.0,ok,2,2,2,2.0,1,1.8,Moderate
1682,dual_opposition,wave2,14,1,35,35.0,ok,2,2,2,2.0,1,1.8,Moderate
1688,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1690,dual_opposition,wave1,8,2,24,12.0,ok,2,1,2,1.0,1,1.4,Moderate
1692,dual_opposition,wave2,14,1,9,9.0,ok,1,1,2,1.0,0,1.0,Low
1694,dual_balanced,wave3,17,1,10,10.0,ok,1,1,1,2.0,1,1.2,Low
1695,dual_balanced,wave3,17,1,8,8.0,ok,1,2,2,2.0,0,1.4,Low
1697,dual_opposition,wave2,14,1,37,37.0,ok,2,2,2,2.0,1,1.8,Moderate
1698,dual_nonbiased,wave2,14,3,88,29.333333333333332,ok,3,3,1,3.0,1,2.2,Moderate
1700,dual_balanced,wave2,14,1,5,5.0,ok,1,1,2,1.0,1,1.2,Low
1701,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1705,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1706,dual_balanced,wave1,8,2,48,24.0,ok,3,3,2,3.0,1,2.4,Moderate
1708,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1709,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1710,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1713,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1715,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1716,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1719,dual_opposition,wave2,14,1,10,10.0,ok,1,1,1,1.0,0,0.8,Low
1723,dual_nonbiased,wave1,8,3,39,13.0,ok,3,1,2,1.0,1,1.6,Moderate
1725,dual_balanced,wave3,17,3,198,66.0,ok,3,3,2,3.0,2,2.6,High
1729,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1734,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1736,dual_opposition,wave3,17,1,51,51.0,ok,2,2,2,3.0,1,2.0,Moderate
1737,dual_nonbiased,wave3,17,1,7,7.0,ok,1,1,2,1.0,1,1.2,Low
1739,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1740,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1741,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1742,dual_nonbiased,wave2,14,1,23,23.0,ok,2,2,2,1.0,1,1.6,Moderate
1745,dual_opposition,wave1,10,4,53,13.25,ok,3,2,1,1.0,1,1.6,Moderate
1747,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1749,dual_balanced,wave2,14,4,36,9.0,ok,3,2,2,2.0,1,2.0,Moderate
1750,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1751,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1753,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1754,dual_opposition,wave3,17,1,4,4.0,ok,1,1,2,1.0,0,1.0,Low
1755,dual_opposition,wave1,8,2,20,10.0,ok,2,1,2,1.0,1,1.4,Low
1757,dual_opposition,wave1,8,1,12,12.0,ok,1,2,2,1.0,0,1.2,Low
1758,dual_balanced,wave1,8,1,11,11.0,ok,1,2,1,2.0,0,1.2,Low
1759,dual_opposition,wave1,10,2,40,20.0,ok,3,2,2,2.0,1,2.0,Moderate
1760,dual_balanced,wave2,14,1,16,16.0,ok,2,1,1,1.0,0,1.0,Low
1765,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1769,dual_opposition,wave1,10,1,15,15.0,ok,2,2,2,1.0,1,1.6,Moderate
1770,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1771,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1777,dual_balanced,wave3,17,2,20,10.0,ok,2,2,2,3.0,2,2.2,Moderate
1780,dual_opposition,wave1,10,2,17,8.5,ok,3,1,1,1.0,0,1.2,Low
1783,dual_balanced,wave3,17,1,11,11.0,ok,1,1,1,1.0,0,0.8,Low
1788,dual_balanced,wave3,17,1,5,5.0,ok,1,1,1,1.0,0,0.8,Low
1790,dual_balanced,wave3,17,1,14,14.0,ok,2,2,2,2.0,1,1.8,Moderate
1794,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1798,dual_balanced,wave2,14,1,15,15.0,ok,2,2,2,1.0,1,1.6,Moderate
1799,dual_balanced,wave3,17,1,9,9.0,ok,1,1,1,1.0,1,1.0,Low
1803,dual_balanced,wave1,8,2,53,26.5,ok,3,2,2,2.0,1,2.0,Moderate
1806,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1807,dual_nonbiased,wave2,14,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1810,dual_nonbiased,wave3,17,4,104,26.0,ok,3,3,3,3.0,3,3.0,High
1812,dual_opposition,wave3,17,1,19,19.0,ok,2,1,1,1.0,1,1.2,Low
1814,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1815,dual_opposition,wave3,17,2,29,14.5,ok,2,1,2,1.0,0,1.2,Low
1818,dual_balanced,wave3,17,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
1819,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1820,dual_balanced,wave2,14,1,4,4.0,ok,1,1,2,1.0,1,1.2,Low
1822,dual_balanced,wave2,14,1,29,29.0,ok,2,2,2,3.0,1,2.0,Moderate
1824,dual_opposition,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
1826,dual_balanced,wave2,14,1,26,26.0,ok,2,2,2,2.0,1,1.8,Moderate
1828,dual_opposition,wave3,17,2,37,18.5,ok,2,2,3,1.0,2,2.0,Moderate
1832,dual_balanced,wave3,17,1,6,6.0,ok,1,1,2,0.0,0,0.8,Low
1833,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1834,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1836,dual_opposition,wave3,17,1,12,12.0,ok,1,2,1,2.0,0,1.2,Low
1840,dual_opposition,wave3,17,1,9,9.0,ok,1,1,2,1.0,0,1.0,Low
1847,dual_balanced,wave3,17,1,7,7.0,ok,1,1,2,1.0,0,1.0,Low
1850,dual_opposition,wave3,17,2,22,11.0,ok,2,2,2,1.0,1,1.6,Moderate
1852,dual_nonbiased,wave1,10,1,12,12.0,ok,1,2,2,1.0,1,1.4,Low
1855,dual_opposition,wave3,17,1,19,19.0,ok,2,2,2,2.0,1,1.8,Moderate
1856,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1859,dual_nonbiased,wave2,14,2,28,14.0,ok,3,2,2,2.0,1,2.0,Moderate
1860,dual_nonbiased,wave1,8,1,9,9.0,ok,1,1,1,1.0,1,1.0,Low
1861,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1863,dual_opposition,wave3,17,2,15,7.5,ok,2,1,1,1.0,0,1.0,Low
1865,dual_opposition,wave1,11,2,30,15.0,ok,2,2,1,1.0,0,1.2,Low
1867,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1868,dual_nonbiased,wave1,8,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1874,dual_opposition,wave1,11,2,40,20.0,ok,3,3,2,2.0,1,2.2,Moderate
1875,dual_nonbiased,wave2,14,2,17,8.5,ok,2,1,2,1.0,1,1.4,Low
1877,dual_opposition,wave2,14,4,39,9.75,ok,3,2,1,1.0,0,1.4,Low
1878,dual_opposition,wave3,17,1,19,19.0,ok,1,1,1,1.0,0,0.8,Low
1879,dual_opposition,wave2,14,4,186,46.5,ok,3,3,3,3.0,2,2.8,High
1882,dual_nonbiased,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1889,dual_nonbiased,wave1,8,1,9,9.0,ok,1,1,2,1.0,0,1.0,Low
1894,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1900,dual_balanced,wave3,17,2,23,11.5,ok,2,2,2,2.0,0,1.6,Moderate
1907,dual_balanced,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
1908,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1909,dual_balanced,wave1,8,4,46,11.5,ok,3,3,2,2.0,2,2.4,Moderate
1912,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1915,dual_opposition,wave2,14,1,5,5.0,ok,1,0,3,0.0,2,1.2,Low
1916,dual_nonbiased,wave2,14,1,29,29.0,ok,2,2,2,3.0,1,2.0,Moderate
1921,dual_balanced,wave1,6,1,15,15.0,ok,2,2,1,1.0,1,1.4,Low
1922,dual_opposition,wave3,17,1,24,24.0,ok,2,2,1,3.0,1,1.8,Moderate
1924,dual_nonbiased,wave1,2,0,0,,no_followup,0,0,0,,0,0.0,
1926,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1927,dual_nonbiased,wave2,14,1,23,23.0,ok,2,2,2,1.0,1,1.6,Moderate
1928,dual_opposition,wave2,14,4,53,13.25,ok,3,2,2,3.0,1,2.2,Moderate
1934,dual_balanced,wave2,14,2,69,34.5,ok,3,3,2,3.0,2,2.6,High
1935,dual_opposition,wave3,17,1,14,14.0,ok,1,1,2,1.0,1,1.2,Low
1938,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1939,dual_nonbiased,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
1943,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1948,dual_balanced,wave1,10,1,7,7.0,ok,1,1,1,1.0,1,1.0,Low
1950,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1951,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1953,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1957,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1958,dual_opposition,wave2,14,1,8,8.0,ok,1,1,1,1.0,0,0.8,Low
1960,dual_balanced,wave2,14,1,7,7.0,ok,1,1,2,0.0,0,0.8,Low
1961,dual_nonbiased,wave3,17,3,23,7.666666666666667,ok,3,2,2,2.0,1,2.0,Moderate
1962,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1965,dual_nonbiased,wave1,11,1,11,11.0,ok,1,2,2,1.0,0,1.2,Low
1969,dual_nonbiased,wave1,8,1,2,2.0,ok,0,0,1,0.0,0,0.2,Very Low
1970,dual_nonbiased,wave2,14,1,18,18.0,ok,2,1,2,1.0,0,1.2,Low
1973,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1975,dual_nonbiased,wave3,17,1,6,6.0,ok,1,1,2,1.0,0,1.0,Low
1976,dual_balanced,wave2,14,1,3,3.0,ok,1,1,1,1.0,0,0.8,Low
1978,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
1981,dual_opposition,wave1,8,3,30,10.0,ok,3,2,2,1.0,0,1.6,Moderate
1982,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
1985,dual_nonbiased,wave1,8,1,15,15.0,ok,2,2,2,2.0,0,1.6,Moderate
1988,dual_balanced,wave2,14,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
1990,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
1994,dual_opposition,wave1,8,2,17,8.5,ok,2,1,2,1.0,1,1.4,Low
1998,dual_opposition,wave1,11,2,81,40.5,ok,3,3,2,3.0,1,2.4,Moderate
2002,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2003,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2004,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2007,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2009,dual_nonbiased,wave3,17,2,32,16.0,ok,2,2,2,2.0,1,1.8,Moderate
2012,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2013,dual_balanced,wave2,14,1,21,21.0,ok,2,2,1,3.0,1,1.8,Moderate
2015,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2018,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2021,dual_balanced,wave2,14,1,13,13.0,ok,1,1,1,1.0,0,0.8,Low
2024,dual_opposition,wave2,14,1,29,29.0,ok,2,2,1,3.0,0,1.6,Moderate
2026,dual_opposition,wave2,14,4,53,13.25,ok,3,3,2,1.0,1,2.0,Moderate
2027,dual_balanced,wave1,10,4,107,26.75,ok,3,3,1,2.0,1,2.0,Moderate
2029,dual_balanced,wave2,14,1,18,18.0,ok,2,2,2,2.0,1,1.8,Moderate
2033,dual_balanced,wave3,17,1,18,18.0,ok,2,2,2,2.0,1,1.8,Moderate
2034,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2038,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2043,dual_balanced,wave2,14,1,8,8.0,ok,1,2,2,1.0,0,1.2,Low
2044,dual_opposition,wave1,11,0,0,,no_followup,0,0,0,,0,0.0,
2045,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2046,dual_opposition,wave2,14,1,13,13.0,ok,1,1,1,1.0,1,1.0,Low
2048,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2054,dual_nonbiased,wave2,14,1,4,4.0,ok,1,1,1,1.0,0,0.8,Low
2055,dual_balanced,wave3,17,1,12,12.0,ok,1,1,1,1.0,1,1.0,Low
2058,dual_nonbiased,wave1,10,2,36,18.0,ok,3,3,2,2.0,1,2.2,Moderate
2059,dual_nonbiased,wave1,8,3,84,28.0,ok,3,3,2,1.0,3,2.4,Moderate
2067,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2070,dual_opposition,wave3,17,1,21,21.0,ok,2,2,2,1.0,1,1.6,Moderate
2074,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2079,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2080,dual_nonbiased,wave3,17,2,38,19.0,ok,3,2,2,2.0,1,2.0,Moderate
2081,dual_nonbiased,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
2082,dual_nonbiased,wave2,14,1,5,5.0,ok,1,1,1,0.0,0,0.6,Low
2083,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2084,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2085,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2086,dual_opposition,wave3,17,1,8,8.0,ok,1,1,1,2.0,0,1.0,Low
2089,dual_opposition,wave1,10,2,60,30.0,ok,3,2,2,3.0,3,2.6,High
2092,dual_balanced,wave3,17,2,18,9.0,ok,2,2,2,1.0,1,1.6,Moderate
2095,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2098,dual_nonbiased,wave1,11,1,18,18.0,ok,2,2,1,2.0,1,1.6,Moderate
2101,dual_opposition,wave1,8,1,15,15.0,ok,2,2,2,1.0,1,1.6,Moderate
2105,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2111,dual_nonbiased,wave2,14,1,25,25.0,ok,2,1,2,2.0,1,1.6,Moderate
2114,dual_balanced,wave1,11,1,18,18.0,ok,2,2,2,2.0,1,1.8,Moderate
2120,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2127,dual_balanced,wave2,14,2,52,26.0,ok,3,3,2,3.0,2,2.6,High
2129,dual_opposition,wave3,17,1,5,5.0,ok,1,1,1,1.0,1,1.0,Low
2131,dual_nonbiased,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2138,dual_nonbiased,wave1,8,3,49,16.333333333333332,ok,3,3,2,2.0,1,2.2,Moderate
2144,dual_balanced,wave1,8,1,15,15.0,ok,2,1,1,1.0,0,1.0,Low
2146,dual_opposition,wave1,10,1,18,18.0,ok,2,2,2,1.0,1,1.6,Moderate
2147,dual_balanced,wave1,10,1,14,14.0,ok,2,2,1,1.0,1,1.4,Low
2148,dual_nonbiased,wave1,10,1,24,24.0,ok,2,2,2,3.0,1,2.0,Moderate
2150,dual_nonbiased,wave3,17,1,26,26.0,ok,2,3,2,3.0,1,2.2,Moderate
2152,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2154,dual_balanced,wave1,11,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
2155,dual_balanced,wave1,10,0,0,,no_followup,0,0,0,,0,0.0,
2156,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2158,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2159,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2160,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2162,dual_nonbiased,wave1,6,4,108,27.0,ok,3,3,2,3.0,3,2.8,High
2163,dual_nonbiased,wave2,14,1,10,10.0,ok,1,1,1,1.0,0,0.8,Low
2164,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2165,dual_nonbiased,wave2,14,4,210,52.5,ok,3,3,2,3.0,3,2.8,High
2168,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2171,dual_balanced,wave1,6,0,0,,no_followup,0,0,0,,0,0.0,
2174,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2177,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2178,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2180,dual_nonbiased,wave1,8,1,9,9.0,ok,1,1,1,1.0,0,0.8,Low
2181,dual_opposition,wave3,17,1,39,39.0,ok,2,2,2,3.0,1,2.0,Moderate
2184,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2186,dual_nonbiased,wave1,8,1,7,7.0,ok,1,1,1,1.0,0,0.8,Low
2191,dual_balanced,wave3,17,2,22,11.0,ok,2,1,1,2.0,1,1.4,Low
2193,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2195,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2197,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2198,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2199,dual_balanced,wave3,17,1,43,43.0,ok,2,3,2,2.0,1,2.0,Moderate
2201,dual_nonbiased,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2202,dual_balanced,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2206,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2207,dual_balanced,wave1,8,1,5,5.0,ok,1,1,2,2.0,0,1.2,Low
2209,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2210,dual_nonbiased,wave2,14,1,13,13.0,ok,1,1,1,1.0,1,1.0,Low
2211,dual_opposition,wave3,17,0,0,,no_followup,0,0,0,,0,0.0,
2212,dual_opposition,wave2,14,1,17,17.0,ok,2,2,2,3.0,1,2.0,Moderate
2213,dual_balanced,wave1,6,0,0,,no_followup,0,0,0,,0,0.0,
2215,dual_balanced,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2216,dual_opposition,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2218,dual_opposition,wave1,8,0,0,,no_followup,0,0,0,,0,0.0,
2221,dual_balanced,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
2229,dual_nonbiased,wave3,17,1,15,15.0,ok,2,1,2,0.0,1,1.2,Low
2230,dual_nonbiased,wave3,17,2,47,23.5,ok,3,2,2,3.0,1,2.2,Moderate
2232,dual_nonbiased,wave3,17,2,84,42.0,ok,3,3,2,2.0,1,2.2,Moderate
2234,dual_nonbiased,wave1,8,2,23,11.5,ok,2,1,3,2.0,2,2.0,Moderate
2238,dual_nonbiased,wave3,17,1,8,8.0,ok,0,1,1,1.0,0,0.6,Low
2240,dual_nonbiased,wave2,14,0,0,,no_followup,0,0,0,,0,0.0,
