ExperimentType,UID,NID,PrePerformance,PostPerformance,PerceivedImproveCode,AIInterMean,UStanceLabel,UIdeo,AICorrectness
Single_AI_Biased,1689,11,0.09999999999999998,0.8,5,Very meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,1689,18,1,0.6,5,Very meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,1698,4,0.5,0.9,5,Extremely meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,1698,12,0.5,0.9,5,Extremely meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,1698,18,1,0.6,5,Extremely meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1701,5,0.9,0.8,5,Very meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,1701,7,0.9,0,5,Very meaningful,Somewhat Republican,Slightly conservative,0
Single_AI_Biased,1701,18,1,0.5,5,Very meaningful,Somewhat Republican,Slightly conservative,0.5
Single_AI_Biased,1704,5,0.8,0.6,5,Extremely meaningful,Independent,Conservative,0.7
Single_AI_Biased,1704,11,0,0,5,Extremely meaningful,Independent,Conservative,0.5
Single_AI_Biased,1704,14,0.5,0.8,5,Extremely meaningful,Independent,Conservative,1
Single_AI_Biased,1710,2,0.7,0.8,3,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,1710,7,0.19999999999999996,0.09999999999999998,3,Moderately meaningful,Somewhat Democrat,Liberal,0.9
Single_AI_Biased,1710,18,1,0.8,3,Moderately meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,1719,1,1,1,4,Very meaningful,Independent,Slightly liberal,0.5
Single_AI_Biased,1719,10,0.5,0.9,4,Very meaningful,Independent,Slightly liberal,1
Single_AI_Biased,1719,14,0.5,0.8,4,Very meaningful,Independent,Slightly liberal,0.8
Single_AI_Biased,1722,5,0.8,0.6,3,Very meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1722,11,0,0,3,Very meaningful,Strong Democrat,Liberal,0.1999999999999999
Single_AI_Biased,1722,16,1,1,3,Very meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1725,4,0.30000000000000004,0,2,Slightly meaningful,Independent,Moderate,1
Single_AI_Biased,1725,11,0,0,2,Slightly meaningful,Independent,Moderate,0
Single_AI_Biased,1725,17,0.7,0,2,Slightly meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,1728,3,0.8,0,5,Very meaningful,Somewhat Republican,Moderate,0.9
Single_AI_Biased,1728,11,0.9,1,5,Very meaningful,Somewhat Republican,Moderate,0.8
Single_AI_Biased,1728,16,0.19999999999999996,0.9,5,Very meaningful,Somewhat Republican,Moderate,0.8
Single_AI_Biased,1734,4,0.5,0.8,4,Extremely meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1734,12,0.5,0.19999999999999996,4,Extremely meaningful,Somewhat Republican,Slightly conservative,0.7
Single_AI_Biased,1734,18,0.8,0.6,4,Extremely meaningful,Somewhat Republican,Slightly conservative,0.5
Single_AI_Biased,1737,4,0.8,0.8,4,Moderately meaningful,Strong Democrat,Extremely liberal,0.8
Single_AI_Biased,1737,9,0.9,1,4,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1737,18,0.7,0.5,4,Moderately meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,1740,3,0.9,1,1,Slightly meaningful,Somewhat Republican,Slightly conservative,0.9
Single_AI_Biased,1740,8,0.5,0.9,1,Slightly meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1740,15,0.5,0.9,1,Slightly meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,1743,1,0.7,0.6,4,Extremely meaningful,Somewhat Republican,Moderate,0.5
Single_AI_Biased,1743,11,1,0.09999999999999998,4,Extremely meaningful,Somewhat Republican,Moderate,0.5
Single_AI_Biased,1743,15,0.5,0.09999999999999998,4,Extremely meaningful,Somewhat Republican,Moderate,0.1999999999999999
Single_AI_Biased,1752,2,0.7,0.9,5,Extremely meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1752,12,0.8,0.8,5,Extremely meaningful,Somewhat Republican,Slightly conservative,0.1999999999999999
Single_AI_Biased,1752,14,0.19999999999999996,0.7,5,Extremely meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,1755,4,0.8,1,4,Very meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1755,8,0.30000000000000004,1,4,Very meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1755,13,1,1,4,Very meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,1758,1,0.8,0.5,4,Moderately meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,1758,12,0.6,1,4,Moderately meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,1758,13,0.5,1,4,Moderately meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1761,1,0.9,0.5,5,Very meaningful,Somewhat Republican,Slightly conservative,0.5
Single_AI_Biased,1761,7,0.7,0,5,Very meaningful,Somewhat Republican,Slightly conservative,0.0999999999999999
Single_AI_Biased,1761,15,0.4,0.5,5,Very meaningful,Somewhat Republican,Slightly conservative,0.3
Single_AI_Biased,1767,1,1,0.9,3,Moderately meaningful,Somewhat Republican,Moderate,0.5
Single_AI_Biased,1767,8,0.5,0.5,3,Moderately meaningful,Somewhat Republican,Moderate,0.8
Single_AI_Biased,1767,15,0.5,0.6,3,Moderately meaningful,Somewhat Republican,Moderate,0
Single_AI_Biased,1770,4,0.5,1,5,Extremely meaningful,Independent,Moderate,1
Single_AI_Biased,1770,10,0.5,0,5,Extremely meaningful,Independent,Moderate,1
Single_AI_Biased,1770,17,0.5,0,5,Extremely meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,1776,5,0.5,0.5,5,Extremely meaningful,Strong Democrat,Slightly conservative,1
Single_AI_Biased,1776,9,1,1,5,Extremely meaningful,Strong Democrat,Slightly conservative,1
Single_AI_Biased,1776,17,0.5,0,5,Extremely meaningful,Strong Democrat,Slightly conservative,0.8
Single_AI_Biased,1782,1,0.7,0.6,4,Very meaningful,Strong Democrat,Extremely liberal,0.8
Single_AI_Biased,1782,7,0.9,0.9,4,Very meaningful,Strong Democrat,Extremely liberal,0.0999999999999999
Single_AI_Biased,1782,16,0.5,1,4,Very meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1785,3,0.09999999999999998,0,3,Moderately meaningful,Somewhat Republican,Conservative,0
Single_AI_Biased,1785,8,0.6,0.19999999999999996,3,Moderately meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,1785,15,0.7,0.5,3,Moderately meaningful,Somewhat Republican,Conservative,0
Single_AI_Biased,1788,2,0.7,0.9,4,Very meaningful,Strong Democrat,Slightly liberal,1
Single_AI_Biased,1788,7,0.8,0.19999999999999996,4,Very meaningful,Strong Democrat,Slightly liberal,0
Single_AI_Biased,1788,18,0.8,0.6,4,Very meaningful,Strong Democrat,Slightly liberal,0.5
Single_AI_Biased,1791,4,0.7,0.8,4,Very meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,1791,12,1,1,4,Very meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,1791,13,0.8,1,4,Very meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,1794,2,0.6,0.5,4,Moderately meaningful,Independent,Slightly conservative,1
Single_AI_Biased,1794,12,0.4,0.8,4,Moderately meaningful,Independent,Slightly conservative,1
Single_AI_Biased,1794,16,0.5,0.8,4,Moderately meaningful,Independent,Slightly conservative,1
Single_AI_Biased,1797,2,0.4,0.8,3,Moderately meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1797,9,1,1,3,Moderately meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1797,14,0.5,1,3,Moderately meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,1809,3,0.9,0.30000000000000004,5,Moderately meaningful,Strong Democrat,Liberal,0
Single_AI_Biased,1809,11,1,1,5,Moderately meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,1809,14,0.5,0.9,5,Moderately meaningful,Strong Democrat,Liberal,0.9
Single_AI_Biased,1812,6,0.5,0.7,4,Very meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,1812,10,0.19999999999999996,0.7,4,Very meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,1812,17,0.19999999999999996,0.09999999999999998,4,Very meaningful,Somewhat Democrat,Slightly liberal,0.0999999999999999
Single_AI_Biased,1815,3,0.8,0.09999999999999998,5,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,1815,12,0.8,0.9,5,Very meaningful,Somewhat Republican,Conservative,0.7
Single_AI_Biased,1815,14,0.5,0.9,5,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,1821,6,0.19999999999999996,0.5,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,1821,11,1,1,3,Moderately meaningful,Independent,Moderate,0
Single_AI_Biased,1821,13,0.5,1,3,Moderately meaningful,Independent,Moderate,0.9
Single_AI_Biased,1824,4,0.30000000000000004,0.9,3,Moderately meaningful,Somewhat Republican,Moderate,1
Single_AI_Biased,1824,12,0.30000000000000004,0.9,3,Moderately meaningful,Somewhat Republican,Moderate,1
Single_AI_Biased,1824,15,0.9,1,3,Moderately meaningful,Somewhat Republican,Moderate,0.5
Single_AI_Biased,1827,3,0.5,0.30000000000000004,4,Very meaningful,Independent,Moderate,0.9
Single_AI_Biased,1827,11,0.8,0.7,4,Very meaningful,Independent,Moderate,0.5
Single_AI_Biased,1827,16,0.5,1,4,Very meaningful,Independent,Moderate,1
Single_AI_Biased,1830,5,0.6,0.6,3,Very meaningful,Strong Democrat,Liberal,0.7
Single_AI_Biased,1830,11,0,0,3,Very meaningful,Strong Democrat,Liberal,0
Single_AI_Biased,1830,13,0.5,0.9,3,Very meaningful,Strong Democrat,Liberal,0.9
Single_AI_Biased,1836,1,0.7,0.6,3,Moderately meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,1836,10,0.9,0,3,Moderately meaningful,Strong Democrat,Extremely liberal,0.1999999999999999
Single_AI_Biased,1836,16,0.5,0.9,3,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1839,5,0.9,0.5,5,Extremely meaningful,Somewhat Republican,Moderate,1
Single_AI_Biased,1839,7,0.5,1,5,Extremely meaningful,Somewhat Republican,Moderate,1
Single_AI_Biased,1839,13,0,1,5,Extremely meaningful,Somewhat Republican,Moderate,0.9
Single_AI_Biased,1845,5,0.8,0.7,3,Slightly meaningful,Independent,Slightly liberal,0.8
Single_AI_Biased,1845,9,0.9,1,3,Slightly meaningful,Independent,Slightly liberal,1
Single_AI_Biased,1845,17,0.19999999999999996,0.30000000000000004,3,Slightly meaningful,Independent,Slightly liberal,0.5
Single_AI_Biased,1848,2,0.6,0.8,3,Moderately meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,1848,8,0.7,0.8,3,Moderately meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1848,15,0.6,0.5,3,Moderately meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,1854,2,0.8,1,4,Very meaningful,Strong Democrat,Moderate,0.9
Single_AI_Biased,1854,7,0.5,0.09999999999999998,4,Very meaningful,Strong Democrat,Moderate,1
Single_AI_Biased,1854,17,0.5,0.5,4,Very meaningful,Strong Democrat,Moderate,0.5
Single_AI_Biased,1857,6,0.7,0.9,4,Very meaningful,Somewhat Democrat,Extremely liberal,1
Single_AI_Biased,1857,9,1,1,4,Very meaningful,Somewhat Democrat,Extremely liberal,1
Single_AI_Biased,1857,13,0.6,0.9,4,Very meaningful,Somewhat Democrat,Extremely liberal,0.7
Single_AI_Biased,1860,3,0.30000000000000004,0,2,Moderately meaningful,Independent,Moderate,0
Single_AI_Biased,1860,11,0,0,2,Moderately meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,1860,18,1,0.5,2,Moderately meaningful,Independent,Moderate,0.8
Single_AI_Biased,1863,4,0.8,0.9,4,Very meaningful,Strong Republican,Conservative,1
Single_AI_Biased,1863,7,0.9,0.8,4,Very meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,1863,16,0.5,0.09999999999999998,4,Very meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,1869,5,0.9,0.6,5,Extremely meaningful,Somewhat Republican,Slightly conservative,0.7
Single_AI_Biased,1869,7,0.7,0.8,5,Extremely meaningful,Somewhat Republican,Slightly conservative,0.5
Single_AI_Biased,1869,18,1,0.5,5,Extremely meaningful,Somewhat Republican,Slightly conservative,0.7
Single_AI_Biased,1872,6,0.19999999999999996,0.9,1,Slightly meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,1872,10,1,1,1,Slightly meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,1872,13,1,1,1,Slightly meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,1878,1,0.8,0.5,5,Extremely meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,1878,11,1,1,5,Extremely meaningful,Strong Democrat,Extremely liberal,0.5
Single_AI_Biased,1878,15,0.5,0,5,Extremely meaningful,Strong Democrat,Extremely liberal,0
Single_AI_Biased,1884,2,0.5,0.9,4,Very meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,1884,9,0.19999999999999996,0.9,4,Very meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,1884,15,0.19999999999999996,0.09999999999999998,4,Very meaningful,Somewhat Republican,Slightly conservative,0.5
Single_AI_Biased,1887,4,0.30000000000000004,0.30000000000000004,2,Slightly meaningful,Independent,Slightly liberal,1
Single_AI_Biased,1887,12,0.7,0.8,2,Slightly meaningful,Independent,Slightly liberal,0.8
Single_AI_Biased,1887,15,0.5,0.9,2,Slightly meaningful,Independent,Slightly liberal,0
Single_AI_Biased,1890,5,0.8,1,4,Extremely meaningful,Independent,Liberal,0.8
Single_AI_Biased,1890,11,0,0,4,Extremely meaningful,Independent,Liberal,0
Single_AI_Biased,1890,17,0.09999999999999998,0,4,Extremely meaningful,Independent,Liberal,0.0999999999999999
Single_AI_Biased,1902,2,0.8,1,4,Extremely meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,1902,7,0.7,0.09999999999999998,4,Extremely meaningful,Somewhat Republican,Conservative,0.0999999999999999
Single_AI_Biased,1902,13,0.9,1,4,Extremely meaningful,Somewhat Republican,Conservative,0.7
Single_AI_Biased,1905,2,0.4,0.8,3,Slightly meaningful,Strong Democrat,Extremely liberal,0.9
Single_AI_Biased,1905,10,0.9,1,3,Slightly meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1905,17,0.4,0.09999999999999998,3,Slightly meaningful,Strong Democrat,Extremely liberal,0.1999999999999999
Single_AI_Biased,1908,4,0.5,0.19999999999999996,3,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,1908,11,0.5,0.19999999999999996,3,Moderately meaningful,Somewhat Democrat,Liberal,0
Single_AI_Biased,1908,16,0.5,0.9,3,Moderately meaningful,Somewhat Democrat,Liberal,0.5
Single_AI_Biased,1917,1,0.8,1,3,Slightly meaningful,Independent,Conservative,0.5
Single_AI_Biased,1917,9,0.9,0.9,3,Slightly meaningful,Independent,Conservative,1
Single_AI_Biased,1917,17,0.8,0.9,3,Slightly meaningful,Independent,Conservative,0.5
Single_AI_Biased,1920,1,1,0.7,4,Very meaningful,Independent,Moderate,0.5
Single_AI_Biased,1920,8,0.8,0.9,4,Very meaningful,Independent,Moderate,0.7
Single_AI_Biased,1920,16,0.8,0.8,4,Very meaningful,Independent,Moderate,0.5
Single_AI_Biased,1923,3,0.19999999999999996,0.09999999999999998,5,Moderately meaningful,Independent,Slightly liberal,0.9
Single_AI_Biased,1923,7,0.5,0.19999999999999996,5,Moderately meaningful,Independent,Slightly liberal,0.0999999999999999
Single_AI_Biased,1923,14,0.30000000000000004,0.7,5,Moderately meaningful,Independent,Slightly liberal,0.9
Single_AI_Biased,1926,5,0.6,0.5,4,Very meaningful,Strong Republican,Conservative,1
Single_AI_Biased,1926,9,0.30000000000000004,0.8,4,Very meaningful,Strong Republican,Conservative,1
Single_AI_Biased,1926,14,0.7,0.9,4,Very meaningful,Strong Republican,Conservative,0.9
Single_AI_Biased,1929,1,0.8,0.6,4,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,1929,9,0.9,1,4,Moderately meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,1929,17,0.4,0.09999999999999998,4,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,1935,4,0.7,1,4,Very meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1935,8,0.30000000000000004,1,4,Very meaningful,Strong Democrat,Extremely liberal,0.7
Single_AI_Biased,1935,14,0.5,1,4,Very meaningful,Strong Democrat,Extremely liberal,0.9
Single_AI_Biased,1944,4,0.5,1,3,Moderately meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,1944,7,0.9,0.09999999999999998,3,Moderately meaningful,Somewhat Republican,Conservative,0
Single_AI_Biased,1944,18,0.5,0.5,3,Moderately meaningful,Somewhat Republican,Conservative,0.5
Single_AI_Biased,1947,1,0.9,0.8,5,Very meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,1947,11,0,0,5,Very meaningful,Strong Democrat,Liberal,0
Single_AI_Biased,1947,17,0.6,0,5,Very meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1956,5,0.8,0.7,3,Slightly meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,1956,9,0.9,0.9,3,Slightly meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,1956,13,0.8,0.9,3,Slightly meaningful,Somewhat Democrat,Slightly liberal,0.8
Single_AI_Biased,1965,5,0.6,0.6,4,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.7
Single_AI_Biased,1965,10,0.5,0.8,4,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.9
Single_AI_Biased,1965,15,0.8,0,4,Moderately meaningful,Somewhat Democrat,Slightly liberal,0.5
Single_AI_Biased,1971,4,0.7,0.8,4,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1971,10,0.09999999999999998,0.9,4,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1971,16,0,0.9,4,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,1977,5,1,0.6,3,Moderately meaningful,Strong Republican,Conservative,0.7
Single_AI_Biased,1977,8,0.9,0.9,3,Moderately meaningful,Strong Republican,Conservative,1
Single_AI_Biased,1977,13,0.5,1,3,Moderately meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,1980,5,1,0.9,3,Very meaningful,Independent,Slightly liberal,0.8
Single_AI_Biased,1980,11,0.5,0.09999999999999998,3,Very meaningful,Independent,Slightly liberal,0
Single_AI_Biased,1980,15,0.7,0.19999999999999996,3,Very meaningful,Independent,Slightly liberal,0.3
Single_AI_Biased,1983,4,0.9,1,5,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,1983,8,0.5,0.8,5,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,1983,18,1,0.6,5,Moderately meaningful,Independent,Moderate,0.5
Single_AI_Biased,1989,5,0.7,1,3,Very meaningful,Independent,Liberal,0.8
Single_AI_Biased,1989,9,0.30000000000000004,1,3,Very meaningful,Independent,Liberal,1
Single_AI_Biased,1989,15,0.8,0.5,3,Very meaningful,Independent,Liberal,0.1999999999999999
Single_AI_Biased,1992,5,0.8,1,3,Moderately meaningful,Strong Republican,Extremely conservative,0.5
Single_AI_Biased,1992,12,0.5,0.9,3,Moderately meaningful,Strong Republican,Extremely conservative,0.7
Single_AI_Biased,1992,17,0.30000000000000004,0.9,3,Moderately meaningful,Strong Republican,Extremely conservative,0.7
Single_AI_Biased,1995,5,0.8,1,4,Moderately meaningful,Strong Democrat,Liberal,0.8
Single_AI_Biased,1995,7,0.5,0.30000000000000004,4,Moderately meaningful,Strong Democrat,Liberal,0.0999999999999999
Single_AI_Biased,1995,16,0.8,0.9,4,Moderately meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,1998,2,0.8,0.9,4,Very meaningful,Somewhat Republican,Slightly conservative,0.9
Single_AI_Biased,1998,12,0.5,0.7,4,Very meaningful,Somewhat Republican,Slightly conservative,0.7
Single_AI_Biased,1998,16,0.7,0.8,4,Very meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,2001,5,0.8,0.6,4,Very meaningful,Strong Republican,Conservative,0.7
Single_AI_Biased,2001,7,1,0.9,4,Very meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,2001,13,0.9,1,4,Very meaningful,Strong Republican,Conservative,0.8
Single_AI_Biased,2004,4,0,0.9,4,Very meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2004,10,0,0,4,Very meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2004,18,1,0.6,4,Very meaningful,Strong Democrat,Extremely liberal,0.8
Single_AI_Biased,2007,2,0.5,0.7,3,Not meaningful at all,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2007,10,0,1,3,Not meaningful at all,Strong Democrat,Extremely liberal,0.8
Single_AI_Biased,2007,13,0.8,0.8,3,Not meaningful at all,Strong Democrat,Extremely liberal,0.8
Single_AI_Biased,2019,4,0.09999999999999998,1,4,Very meaningful,Strong Republican,Extremely conservative,1
Single_AI_Biased,2019,7,0.7,0,4,Very meaningful,Strong Republican,Extremely conservative,0.0999999999999999
Single_AI_Biased,2019,17,0.30000000000000004,0.5,4,Very meaningful,Strong Republican,Extremely conservative,0.5
Single_AI_Biased,2022,5,0.7,1,3,Moderately meaningful,Independent,Conservative,1
Single_AI_Biased,2022,11,0,0,3,Moderately meaningful,Independent,Conservative,0
Single_AI_Biased,2022,14,0.5,0.8,3,Moderately meaningful,Independent,Conservative,0.9
Single_AI_Biased,2025,2,0.5,0.8,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,2025,11,0,0,3,Moderately meaningful,Independent,Moderate,0
Single_AI_Biased,2025,15,0.09999999999999998,0.09999999999999998,3,Moderately meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,2028,4,0.7,0.9,4,Very meaningful,Independent,Slightly liberal,1
Single_AI_Biased,2028,11,1,0.30000000000000004,4,Very meaningful,Independent,Slightly liberal,0.5
Single_AI_Biased,2028,18,0.7,0.5,4,Very meaningful,Independent,Slightly liberal,0.5
Single_AI_Biased,2031,6,0.5,0.7,3,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2031,7,0.4,0.30000000000000004,3,Moderately meaningful,Strong Democrat,Extremely liberal,0.1999999999999999
Single_AI_Biased,2031,16,0.4,0.7,3,Moderately meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2034,5,0.6,0.5,3,Very meaningful,Somewhat Republican,Conservative,0.8
Single_AI_Biased,2034,10,0.5,1,3,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,2034,16,0.19999999999999996,0.9,3,Very meaningful,Somewhat Republican,Conservative,1
Single_AI_Biased,2037,4,0.30000000000000004,1,4,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,2037,8,0.5,0.5,4,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,2037,14,0.9,0.9,4,Moderately meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,2040,4,0.4,0.19999999999999996,4,Moderately meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,2040,12,0.5,0.9,4,Moderately meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,2040,13,0.5,1,4,Moderately meaningful,Somewhat Republican,Slightly conservative,0.8
Single_AI_Biased,2046,5,0.7,1,3,Very meaningful,Independent,Slightly conservative,1
Single_AI_Biased,2046,10,0.7,0.09999999999999998,3,Very meaningful,Independent,Slightly conservative,0
Single_AI_Biased,2046,15,0,0,3,Very meaningful,Independent,Slightly conservative,0.3
Single_AI_Biased,2049,5,0.9,0.7,2,Slightly meaningful,Strong Republican,Slightly conservative,1
Single_AI_Biased,2049,10,0.7,0.09999999999999998,2,Slightly meaningful,Strong Republican,Slightly conservative,1
Single_AI_Biased,2049,15,0.6,0.8,2,Slightly meaningful,Strong Republican,Slightly conservative,0.1999999999999999
Single_AI_Biased,2052,6,0.5,0.9,4,Very meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2052,9,1,1,4,Very meaningful,Strong Democrat,Extremely liberal,1
Single_AI_Biased,2052,14,0.5,1,4,Very meaningful,Strong Democrat,Extremely liberal,0.9
Single_AI_Biased,2055,3,0.8,0,4,Extremely meaningful,Independent,Moderate,0.9
Single_AI_Biased,2055,11,0,0,4,Extremely meaningful,Independent,Moderate,0
Single_AI_Biased,2055,17,0.09999999999999998,0.09999999999999998,4,Extremely meaningful,Independent,Moderate,0.1999999999999999
Single_AI_Biased,2070,3,0.7,0.09999999999999998,5,Very meaningful,Independent,NA,0
Single_AI_Biased,2070,9,0.5,0.9,5,Very meaningful,Independent,NA,1
Single_AI_Biased,2070,16,0.5,0.9,5,Very meaningful,Independent,NA,0.7
Single_AI_Biased,2073,4,0.19999999999999996,0.9,4,Moderately meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,2073,10,0.8,0.09999999999999998,4,Moderately meaningful,Strong Democrat,Liberal,1
Single_AI_Biased,2073,16,0.8,0.9,4,Moderately meaningful,Strong Democrat,Liberal,0.5
Single_AI_Biased,2076,3,0.8,0.8,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0.9
Single_AI_Biased,2076,12,0.8,0.8,2,Slightly meaningful,Somewhat Republican,Slightly conservative,1
Single_AI_Biased,2076,17,0.19999999999999996,0.19999999999999996,2,Slightly meaningful,Somewhat Republican,Slightly conservative,0.5
Single_AI_Biased,2082,1,1,1,4,Moderately meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,2082,11,0.7,0.09999999999999998,4,Moderately meaningful,Strong Republican,Conservative,0
Single_AI_Biased,2082,13,0.9,1,4,Moderately meaningful,Strong Republican,Conservative,0.9
Single_AI_Biased,2085,3,0.5,0.19999999999999996,2,Moderately meaningful,Somewhat Democrat,Liberal,0
Single_AI_Biased,2085,10,0.9,1,2,Moderately meaningful,Somewhat Democrat,Liberal,1
Single_AI_Biased,2085,13,0.8,0.8,2,Moderately meaningful,Somewhat Democrat,Liberal,0.8
Single_AI_Biased,2088,2,0.19999999999999996,0.5,5,Extremely meaningful,Independent,Moderate,1
Single_AI_Biased,2088,10,0.9,1,5,Extremely meaningful,Independent,Moderate,1
Single_AI_Biased,2088,14,1,1,5,Extremely meaningful,Independent,Moderate,0.8
Single_AI_Biased,2097,5,1,0.9,2,Slightly meaningful,Strong Republican,Conservative,0.6
Single_AI_Biased,2097,11,0.9,1,2,Slightly meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,2097,18,1,0.8,2,Slightly meaningful,Strong Republican,Conservative,0.5
Single_AI_Biased,2100,6,0.5,0.8,3,Slightly meaningful,Somewhat Democrat,Slightly liberal,1
Single_AI_Biased,2100,7,0.5,0.7,3,Slightly meaningful,Somewhat Democrat,Slightly liberal,0.0999999999999999
Single_AI_Biased,2100,16,0.5,0.8,3,Slightly meaningful,Somewhat Democrat,Slightly liberal,0.7
Single_AI_Biased,2106,4,0.9,0.9,3,Moderately meaningful,Independent,Moderate,1
Single_AI_Biased,2106,12,0.8,0.5,3,Moderately meaningful,Independent,Moderate,0.7
